County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag,URL
Carter,Invertebrate Animal,Mollusc,Discus bryanti,Sawtooth Disc,G3,S1S2,--,"Rare, Not State Listed","Leaf litter in rocky upland woods, under rotting logs; northeast Tennessee; Blue Ridge.",Upland,
Carter,Vascular Plant,Flowering Plant,Veronica americana,American Speedwell,G5,S1,--,S,Marshes And Bogs,Possible,
Carter,Vascular Plant,Flowering Plant,Trichophorum cespitosum,Tufted Club-rush,G5,S1,--,E,Mountain Bogs,Possible,
Carter,Vascular Plant,Flowering Plant,Lilium grayi,Gray's Lily,G1G2,S1,--,E,Balds And High Elevation Seeps,Possible,
Carter,International Vegetation Classification - Natural,Plant Community,Diphylleia cymosa - Saxifraga micranthidifolia - Laportea canadensis Forested Herbaceous Seep,Rich Montane Seep (Cove Type),G3,S2S3,--,"Rare, Not State Listed",,,
Carter,Vascular Plant,Flowering Plant,Cymophyllus fraserianus,Fraser's Sedge,G4,S3,--,S,Mixed Mesophytic Forests,Upland,
Carter,Vascular Plant,Flowering Plant,Corydalis sempervirens,Pale Corydalis,G5,S1S2,--,S,Dry Or Rocky Woods,Upland,
Carter,Vascular Plant,Flowering Plant,Coeloglossum viride var. virescens,Long-bracted Green Orchis,G5T5,S1,--,E,Wet Woods And Seeps,Possible,
Carter,Vascular Plant,Flowering Plant,Cardamine rotundifolia,Round-leaf Watercress,G4,S2S3,--,S,Mucky Wetlands And Seeps,Possible,
Carter,Vascular Plant,Fern and Fern Ally,Botrychium simplex,Least Grape-fern,G5,S1,--,E,High Elevation Mesic Forests,Upland,
Carter,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible,
Carter,Vertebrate Animal,Mammal,Myotis septentrionalis,Northern Myotis,G2G3,S1S2,LE,E,"A forest bat whose summer roosts may include caves, mines, live trees and snags; hibernates in caves and mines, often using small cracks and fissures.  Notably susceptible to White-Nose Syndrome.",,
Carter,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G3G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland,
Carter,Invertebrate Animal,Arachnid,Microhexura montivaga,Spruce-fir Moss Spider,G2,S1,LE,"Rare, Not State Listed",Moss mats in high-elevation spruce-fir forests; Southern Appalachians.,Upland,
Carter,Fungus,Liverwort,Gymnoderma lineare,Rock Gnome Lichen,G3,S1,LE,E,Mid To High Elev. Cliffs & Rocky Streams,Possible,
Carter,Vertebrate Animal,Reptile,Glyptemys muhlenbergii,Bog Turtle,G2G3,S1,"SAT, UR",T,"Muck-bottomed bogs, fens, marshy/sedge-tussock meadows, spring seeps, wet pastures, and shrub swamps; Appalachians.",Aquatic,
Carter,Vascular Plant,Fern and Fern Ally,Athyrium filix-femina ssp. angustum,Northern Lady Fern,G5T5,S2,--,S,Mountain Woods And Openings,Upland,
Carter,Vascular Plant,Flowering Plant,Heracleum maximum,Cow-parsnip,G5,S2,--,S,Moist Woods And Floodplains,Possible,
Carter,Vascular Plant,Flowering Plant,Agastache scrophulariifolia,Purple Giant Hyssop,G4,S1S2,--,T,Rich Mountain Woods,Upland,
Carter,Vascular Plant,Fern and Fern Ally,Dryopteris cristata,Crested Shield-fern,G5,S2,--,T,Bogs,Possible,
Carter,Vascular Plant,Flowering Plant,Stellaria alsine,Trailing Stitchwort,G5,S1,--,E,Bogs And Wet Areas,Possible,
Carter,Vascular Plant,Flowering Plant,Sanguisorba canadensis,Canada Burnet,G5,S1,--,E,"Bogs, Seeps, And Wet Meadows",Possible,
Carter,Vascular Plant,Flowering Plant,Streptopus roseus,Rosy Twisted-stalk,G5,S2,--,S,"Rich, Moist Mountain Woods",Upland,
Carter,Vascular Plant,Fern and Fern Ally,Woodsia scopulina ssp. appalachiana,Alleghany Cliff-fern,G4,S1S2,--,S,Mountain Cliffs,Upland,
Carter,Vertebrate Animal,Bird,Vermivora chrysoptera,Golden-winged Warbler,G4,S3B,--,T,Early successional habitats in foothill regions of Appalachians.,Upland,
Carter,Invertebrate Animal,Mollusc,Ventridens coelaxis,Bidentate Dome,G3,S2S3,--,"Rare, Not State Listed","In leaf litter on mountainsides, often at higher elevations; northernmost Blue Ridge and Ridge & Valley.",Upland,
Carter,Vascular Plant,Flowering Plant,Trientalis borealis,Northern Starflower,G5,S1,--,T,Mountain Hardwood Forests,Possible,
Carter,International Terrestrial Ecological System Classification,Plant Community,Central and Southern Appalachian Spruce-Fir Forest,Red Spruce - Fraser Fir Forest,GNR,SNR,--,"Rare, Not State Listed",,,
Carter,Vascular Plant,Flowering Plant,Spiranthes ochroleuca,Yellow Nodding Ladies'-tresses,G4,S1,--,E,Moist Mountain Woods,Possible,
Carter,Vascular Plant,Flowering Plant,Brachyelytrum aristosum,Northern Shorthusk,G5,S2,--,S,Moist High Elev. Forests,Upland,
Carter,Vascular Plant,Flowering Plant,Epilobium ciliatum,Hairy Willow-herb,G5,S1,--,T,Mountain Balds,Possible,
Carter,Vascular Plant,Flowering Plant,Epilobium angustifolium,Fireweed,G5,S1,--,T,High Elevation Disturbed Woods,Upland,
Carter,International Terrestrial Ecological System Classification,Plant Community,Southern Appalachian Grass and Shrub Bald,Southern Appalachian Grass and Shrub Bald,GNR,S1,--,"Rare, Not State Listed",,,
Carter,Nonvascular Plant,Non-Vascular Plant,Frullania plana,A Liverwort,G4,S2,--,S,Shaded Rocks In Moist Mountain Coves,,
Carter,Vascular Plant,Flowering Plant,Symplocarpus foetidus,Skunk-cabbage,G5,S1,--,E,Swamps And Bogs,Possible,
Carter,Vascular Plant,Flowering Plant,Carex bromoides ssp. montana,Blue Ridge Brome Sedge,G5T3?,S1,--,T,Mountain Bogs & Seeps,Possible,
Carter,Vascular Plant,Flowering Plant,Campanula aparinoides,Marsh Bellflower,G5,S2,--,S,Bogs,Possible,
Carter,Invertebrate Animal,Crustacean,Caecidotea nortoni,A Cave Obligate Isopod,G2G3,S1S2,--,"Rare, Not State Listed",Aquatic cave obligate; eastern Ridge & Valley.,Aquatic,
Carter,Vascular Plant,Flowering Plant,Buckleya distichophylla,Piratebush,G3,S2,--,T,Rocky Mountain Woods W/ Hemlock,Upland,
Carter,Nonvascular Plant,Non-Vascular Plant,Bazzania nudicaulis,A Liverwort,G2G3,S2,--,T,Bark Of Mature Fraser Fir,Upland,
Carter,Vascular Plant,Flowering Plant,Prunus virginiana,Choke Cherry,G5,S1,--,S,Moist Coves And Slopes,Possible,
Carter,Vascular Plant,Flowering Plant,Potentilla tridentata,Three-toothed Cinquefoil,G5,S1S2,--,T,High Elevation Openings,Upland,
Carter,Vascular Plant,Flowering Plant,Paronychia argyrocoma,Silverling,G4,S1S2,--,T,"Dry Sandstone, Granite Outcrops",Upland,
Carter,Vertebrate Animal,Mammal,Parascalops breweri,Hairy-tailed Mole,G5,S3,--,D,Moist soils in deciduous forests with thick humus; east Tennessee.,Upland,
Carter,Vascular Plant,Flowering Plant,Packera schweinitziana,Schweinitz's ragwort,G5?,S1,--,T,High Elevation Balds,Upland,
Carter,Vertebrate Animal,Mammal,Mustela nivalis,Least Weasel,G5,S2,--,"Rare, Not State Listed","Old fields, hedgerows, and forested areas; Appalachian Mountains, Ridge & Valley, & Cumberland Plateau.",Upland,
Carter,Vascular Plant,Flowering Plant,Minuartia godfreyi,Godfrey's Stitchwort,G1,S1,--,E,Wet Meadows And Marshes,Possible,
Carter,Vascular Plant,Flowering Plant,Goodyera repens,Dwarf Rattlesnake-plantain,G5,S1,--,S,Moist Conifer/Rhododendron Woods,Upland,
Carter,Vascular Plant,Flowering Plant,Geum radiatum,Spreading Avens,G2,S1,LE,E,High Elevation Outcrops And Balds,Possible,
Carter,Nonvascular Plant,Non-Vascular Plant,Anastrophyllum saxicola,A Liverwort,G3G4,S1,--,S,High Elev. Rocky Peat; Heath & Wet Rocks,Upland,
Carter,Vascular Plant,Flowering Plant,Alnus viridis ssp. crispa,Green Alder,G5T5,S1,--,S,Mountain Balds And Thickets,Upland,
Carter,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland,
Carter,Vascular Plant,Flowering Plant,Geum laciniatum,Rough Avens,G5,S1,--,S,Lake Margins,Possible,
Carter,Vascular Plant,Flowering Plant,Geum geniculatum,Bent Avens,G2,S1,--,E,Northern Hardwood Forests And Mountain Balds,Possible,
Carter,Vertebrate Animal,Amphibian,Desmognathus wrighti,Pygmy Salamander,G3,S2S3,--,D,"Mature hardwoods & spruce-fir forests under moss, leaf litter, logs, bark, and rocks; high elevations; Blue Ridge.",Upland,
Carter,Vascular Plant,Flowering Plant,Spiraea alba,Narrow-leaved Meadow-sweet,G5,S1,--,E,Bogs,Possible,
Carter,Vascular Plant,Flowering Plant,Cardamine clematitis,Mountain Bittercress,G3,S2,--,T,High Elevation Seeps,Possible,
Carter,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic,
Cheatham,Vascular Plant,Flowering Plant,Diervilla lonicera,Northern Bush-honeysuckle,G5,S2,--,T,Rocky Woodlands And Bluffs,Upland,
Cheatham,Vascular Plant,Flowering Plant,Parnassia grandifolia,Large-leaved Grass-of-parnassus,G3,S3,--,S,Calcareous Seeps,Possible,
Cheatham,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible,
Cheatham,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic,
Cheatham,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,LT,T,"Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic,
Cheatham,Vascular Plant,Flowering Plant,Amsonia tabernaemontana var. gattingeri,Limestone Blue Star,G5T3Q,S3,--,S,"Glades, Barrens, And Rocky River Bars",Possible,
Cheatham,Vascular Plant,Flowering Plant,Helianthus eggertii,Eggert's Sunflower,G3,S3,DM,S,Barrens And Roadsides,Upland,
Cheatham,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic,
Cheatham,Vascular Plant,Flowering Plant,Carex davisii,Davis' Sedge,G4,S1,--,S,"Bottomlands, Riparian Soils",Possible,
Cheatham,Vascular Plant,Flowering Plant,Melanthium latifolium,Broadleaf Bunchflower,G5,S1S2,--,E,Oak Forest,Possible,
Cheatham,Vascular Plant,Flowering Plant,Juncus brachycephalus,Small-headed Rush,G5,S2,--,S,Seeps And Wet Bluffs,Possible,
Cheatham,Vascular Plant,Flowering Plant,Physaria globosa,Short's Bladderpod,G2,S2,LE,E,Limestone Talus Slopes And Cliffs,Possible,
Cheatham,Vertebrate Animal,Fish,Etheostoma microlepidum,Smallscale Darter,G2G3,S2,--,D,"Small rivers, in deep, strongly flowing riffles with gravel, boulder, and coarse rubble substrates; Cumberland River drainage.",Aquatic,
Cheatham,Vascular Plant,Flowering Plant,Stellaria fontinalis,Water Stitchwort,G3,S3,--,S,Seeps And Limestone Creek Beds,Possible,
Cheatham,Vascular Plant,Flowering Plant,Lonicera prolifera,Grape Honeysuckle,G5,S1,--,E,Sandy Wooded Slopes,Upland,
Cheatham,Vertebrate Animal,Amphibian,Ambystoma barbouri,Streamside Salamander,G4,S3,UR,E,Seasonally flowing karst streams; middle Tennessee.,Aquatic,
Cheatham,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible,
Cheatham,Vascular Plant,Flowering Plant,Hasteola suaveolens,Sweet-scented Indian-plantain,G4,S2,--,S,"Alluvial Woods, Moist Slopes",Possible,
Cheatham,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G3G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland,
Cheatham,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible,
Cheatham,Vertebrate Animal,Bird,Setophaga cerulea,Cerulean Warbler,G4,S3B,--,D,"Mature deciduous forest, particularly in floodplains or mesic conditions.",Upland,
Cheatham,Vascular Plant,Flowering Plant,Paysonia densipila,Duck River Bladderpod,G3,S3,--,S,Cultivated Fields,Possible,
Cheatham,Vertebrate Animal,Fish,Etheostoma tippecanoe,Tippecanoe Darter,G3G4,S1S2,--,D,Medium to large rivers in shallow riffle areas containing fine cherty gravel; Cumberland River watershed.,Aquatic,
Cheatham,Vertebrate Animal,Fish,Percina phoxocephala,Slenderhead Darter,G5,S3,--,D,Small-large rivers with moderate gradient in shoal areas with moderate-swift currents; portions of Tenn & Cumb river watersheds.,Aquatic,
Cheatham,Vertebrate Animal,Bird,Aquila chrysaetos,Golden Eagle,G5,S1,--,D,"Open country, open wooded country, and barren areas, especially in hilly or mountainous regions.",Upland,
Cheatham,Vascular Plant,Flowering Plant,Apios priceana,Price's Potato-bean,G3,S3,LT,E,Openings In Rich Woods,Possible,
Cheatham,Invertebrate Animal,Mollusc,Obovaria retusa,Ring Pink,G1,S1,"LE,XN",E,Large rivers in gravel and sand bars; Tennessee & Cumberland river watersheds; many historic locations currently inundated.,Aquatic,
Cheatham,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland,
Chester,Vascular Plant,Flowering Plant,Prenanthes barbata,Bearded Rattlesnake-root,G3,S2,--,S,Barrens And Dry Woodlands,Upland,
Chester,Vertebrate Animal,Fish,Etheostoma cervus,Chickasaw Darter,G2G3,S2S3,--,D,Small streams with slow to moderate current and predominantly sandy substrates; Forked Deer River watershed.,Aquatic,
Chester,Vascular Plant,Flowering Plant,Listera australis,Southern Twayblade,G4,S1S2,--,E,Wet-Mesic Woods,Possible,
Chester,Vascular Plant,Flowering Plant,Rhynchosia latifolia,Prairie Rhynchosia,G5,S1,--,T,Dry Sandy Roadbanks,Upland,
Chester,Vascular Plant,Flowering Plant,Pseudognaphalium helleri,Heller's Catfoot,G4G5,S2,--,S,Dry Sandy Woods,Upland,
Chester,Vascular Plant,Flowering Plant,Helianthus verticillatus,Whorled Sunflower,G1,S1,LE,E,Edge Of Creeks And Fields,Possible,https://a4.pbase.com/g2/76/731076/3/147133956.SSmKnjoj.jpg
Chester,Invertebrate Animal,Crustacean,Creaserinus hortoni,Hatchie Burrowing Crayfish,G1,S1,--,E,"Primary burrower; uses saturated or seasonally saturated soils associated with permanent bodies of water; Mississippi River tributaries, Coastal Plain.",Aquatic,
Claiborne,Invertebrate Animal,Insect,Pseudanophthalmus engelhardti,Engelhart's Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; northern Ridge & Valley.,Upland,
Claiborne,Vertebrate Animal,Fish,Erimystax cahni,Slender Chub,G1,S1,"LT, XN",T,Major headwater tribs to TN River with small gravel substrates & swift-moderate currents.,Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Viburnum rafinesquianum,Downy Arrowwood,G5,S1,--,S,Calcareous Woods And River Bluffs,Upland,
Claiborne,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Parnassia grandifolia,Large-leaved Grass-of-parnassus,G3,S3,--,S,Calcareous Seeps,Possible,
Claiborne,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible,
Claiborne,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Lonicera dioica,Mountain Honeysuckle,G5,S2,--,S,Mountain Woods And Thickets,Possible,
Claiborne,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic,
Claiborne,Vertebrate Animal,Amphibian,Desmognathus welteri,Black Mountain Salamander,G4,S3,--,D,Spring runs and permanent streams in wooded mountainous terrain; northern Cumberlands.,Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Triodopsis claibornensis,Claiborne Threetooth,G2,S2,--,"Rare, Not State Listed","In leaf litter of rocky karst woods and on roadsides, NW Ridge & Valley; Claiborne & Campbell counties.",Upland,
Claiborne,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic,
Claiborne,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Cypripedium reginae,Showy Lady's-slipper,G4G5,S1,--,E,Calcareous Rocky Slopes,Possible,
Claiborne,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Plethobasus cyphyus,Sheepnose,G3,S2S3,LE,E,"Large to medium-sized rivers, in riffles and coarse sand/gravel subst; TN & Cumb river systems incl KY Reservoir; W Uplands & Rim.",Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Platanthera flava var. herbiola,Tubercled Rein-orchid,G4?T4Q,S2,--,T,Swamps And Floodplains,Possible,
Claiborne,Vertebrate Animal,Fish,Percina williamsi,Sickle Darter,G2,S2,LT,T,"Flowing pools over rocky, sandy, or silty substrates in clear creeks or small rivers; upper Tennessee River system; east TN.",Aquatic,
Claiborne,Vertebrate Animal,Fish,Notropis buccatus,Silverjaw Minnow,G5,S1,--,E,Small creeks & large rivers with moderate current & sandy substrates; upper Cumberland River watershed; poss. introd. Stones River.,Aquatic,
Claiborne,Vertebrate Animal,Mammal,Myotis lucifugus,Little Brown Myotis,G3G4,S3,--,T,Often uses human-made structures for resting and maternity sites; they also use caves and hollow trees. Typically feed over water.,,
Claiborne,Invertebrate Animal,Insect,Gomphus consanguis,Cherokee Clubtail,G3,S1,--,"Rare, Not State Listed","Small, spring-fed streams w/sand, gravel & fine detritus substrate in partly shaded to open areas; Ridge & Valley.",Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Amsonia tabernaemontana var. gattingeri,Limestone Blue Star,G5T3Q,S3,--,S,"Glades, Barrens, And Rocky River Bars",Possible,
Claiborne,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic,
Claiborne,Invertebrate Animal,Planarian,Sphalloplana consimilis,Powell Valley Planarian,G2G3,S1,--,"Rare, Not State Listed",Aquatic cave obligate; Powell River Valley; N Ridge & Valley; Claiborne County.,Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Theliderma intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic,
Claiborne,Invertebrate Animal,Other Type,Pseudotremia nodosa,A Millipede,G4,S2S3,--,"Rare, Not State Listed","Terrestrial cave obligate; lower Powell River drainage; upper Ridge & Valley; Claiborne, Hancock, & Union counties.",Upland,
Claiborne,Vertebrate Animal,Fish,Etheostoma denoncourti,Golden Darter,G2,S2,--,D,Medium to large rivers in shallow riffle areas of pea gravel; Tennessee River system.,Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Epioblasma brevidens,Cumberlandian Combshell,G1,S1,"LE, XN",E,"Large creeks to large rivers, in coarse sand or mixtures of gravel, cobble, or rocks; Tennessee & Cumberland river systems.",Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Trautvetteria fonticalcarea,Leatherleaf tassel rue,G2?,S1,--,T,Calcareous Seeps,,
Claiborne,Invertebrate Animal,Crustacean,Stygobromus finleyi,Finley's Cave Amphipod,G3G4,S1,--,"Rare, Not State Listed","Aquatic cave obligate, from shallow pools; northern Ridge & Valley; Claiborne County.",Aquatic,
Claiborne,Vertebrate Animal,Fish,Chrosomus cumberlandensis,Blackside Dace,G2,S2,LT,T,"Small upland tributaries with sand, sandstone, and shale substrates in unsilted conditions; upper Cumberland R. watershed.",Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic,
Claiborne,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G3G4,S2S3,PE,T,Generally associated with forested landscapes but may roost near openings.,,
Claiborne,Vertebrate Animal,Fish,Etheostoma sagitta,Cumberland Arrow Darter,G3,S2,--,D,Smaller streams of northern Cumberland Plateau & Cumberland Mountains; Cumberland River watershed.,Aquatic,
Claiborne,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland,
Claiborne,Vascular Plant,Flowering Plant,Eurybia schreberi,Schreber's Aster,G4,S1,--,S,Mesic Woods & Seepage Slopes,Upland,
Claiborne,Vascular Plant,Flowering Plant,Juncus brachycephalus,Small-headed Rush,G5,S2,--,S,Seeps And Wet Bluffs,Possible,
Claiborne,Nonvascular Plant,Non-Vascular Plant,Homaliadelphus sharpii,Sharp's Homaliadelphus,G3?,S1,--,E,Calcareous Or Dolomite Bluffs,Upland,
Claiborne,Invertebrate Animal,Insect,Pseudanophthalmus rotundatus,A Ground Beetle,G2,S2,--,"Rare, Not State Listed",Terrestrial cave obligate; northern Ridge & Valley.,Upland,
Claiborne,Vascular Plant,Flowering Plant,Spiranthes lucida,Shining Ladies'-tresses,G4,S1S2,--,T,Alluvial Woods And Moist Slopes,Possible,
Claiborne,Vascular Plant,Flowering Plant,Rhynchospora capillacea,Horned Beakrush,G4G5,S1,--,E,Limestone Creek Banks And Seeps,Possible,
Claiborne,Invertebrate Animal,Mollusc,Ptychobranchus subtentus,Fluted Kidneyshell,G2,S2,LE,E,"Small-medium rivers in swift current or riffles, in sand, gravel, and cobble substrates; Tennessee & Cumberland river systems.",Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Epioblasma capsaeformis,Oyster Mussel,G1,S1,"LE, XN",E,Shallow riffles in mod-swift current of small-medium rivers with coarse sand and gravel; Tennessee &amp; Cumberland river systems excluding the Duck River.,Aquatic,
Claiborne,Vertebrate Animal,Mammal,Synaptomys cooperi,Southern Bog Lemming,G5,S4,--,D,"Marshy meadows, wet balds, & rich upland forests.",Possible,
Claiborne,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland,
Claiborne,Vascular Plant,Flowering Plant,Meehania cordata,Heartleaf Meehania,G5,S2,--,T,Wooded Mountain Slopes,Upland,
Claiborne,Vertebrate Animal,Amphibian,Aneides aeneus,Green Salamander,G3G4,S3S4,--,"Rare, Not State Listed",Damp crevices in shaded rock outcrops and ledges; beneath loose bark and cracks of trees and sometimes in/or under logs.,Upland,
Claiborne,Vertebrate Animal,Fish,Ammocrypta clara,Western Sand Darter,G3,S1,--,T,Usually in slight to moderate current over sandy bottom; Clinch & Powell rivers.,Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible,
Claiborne,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Epioblasma triquetra,Snuffbox,G2G3,S3,LE,E,"Riffles of medium-large rivers with stony or sandy bottoms, in swift currents, usually deeply buried; Tennessee & Cumb. river systems.",Aquatic,
Claiborne,Vascular Plant,Flowering Plant,Eleocharis intermedia,Matted Spike-rush,G5,S1,--,E,Wet Areas,Possible,
Claiborne,Vascular Plant,Flowering Plant,Phlox ovata,wideflower phlox,G4,S2S3,--,S,Mountain Forests,,
Claiborne,Vascular Plant,Flowering Plant,Cardamine rotundifolia,Round-leaf Watercress,G4,S2S3,--,S,Mucky Wetlands And Seeps,Possible,
Claiborne,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible,
Claiborne,Invertebrate Animal,Crustacean,Bactrurus angulus,Cumberland Gap Cave Amphipod,G1,S1,--,"Rare, Not State Listed",Aquatic cave obligate; Cumberland Gap area.,Aquatic,
Claiborne,Invertebrate Animal,Mollusc,Plethobasus cicatricosus,White Wartyback,G1,S1,"LE, XN",E,Presumed to inhabit shoals and riffles in large rivers; Tennessee & Cumberland river systems.  Very rare & poss extirpated in TN.,Aquatic,
Claiborne,Vertebrate Animal,Mammal,Myotis septentrionalis,Northern Myotis,G2G3,S1S2,LE,E,"A forest bat whose summer roosts may include caves, mines, live trees and snags; hibernates in caves and mines, often using small cracks and fissures.  Notably susceptible to White-Nose Syndrome.",,
Claiborne,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G3G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland,
Claiborne,Invertebrate Animal,Arachnid,Kleptochthonius affinis,A Cave Obligate Pseudoscorpion,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; Ridge & Valley.,Upland,
Claiborne,Invertebrate Animal,Insect,Pseudanophthalmus pallidus,Pale Cave Beetle,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; northern Ridge & Valley.,Upland,
Claiborne,Vascular Plant,Flowering Plant,Rhamnus alnifolia,Alderleaf Buckthorn,G5,S1,--,E,"Swamps, Low Woods",Possible,
